Unnamed: 0,ResponseId,attention,sentence_name,answer,survey,row_id,score,sentence_id,probe_type,probe_number,interval_length,version,complexity,concept_tag
361,R_2PiVsa4tOcvS5O1,6,dyingcontinuationprompt1,"Next, you notice the flowers are dead when you return.",3,295,1,dying,continuation,1,1,original,3.0,temporal
362,R_2PiVsa4tOcvS5O1,6,reciprocitycontinuationprompt3,"Next, you say thank you.",3,297,1,reciprocity,continuation,3,2,original,3.0,social
363,R_2PiVsa4tOcvS5O1,6,namescontinuationprompt1,"Next, you ask whether his name is John.",3,298,1,names,continuation,1,1,original,3.0,social
364,R_2PiVsa4tOcvS5O1,6,continuation3continuationprompt1,"Next, you safe the chest.",3,299,0,continuation3,continuation,1,2,original,3.0,temporal
377,R_2duwlmkzpympN2V,5,copycontinuationprompt3,"Now, you have one list.",3,473,0,copy,continuation,3,4,original,2.0,social
378,R_2duwlmkzpympN2V,5,newcontinuationprompt2,"Next, you look at all the dust.",3,474,0,new,continuation,2,0,original,2.0,temporal
379,R_2duwlmkzpympN2V,5,smallest2continuationprompt1,"Next, you look back at the smaller apple in your hand.",3,475,1,smallest2,continuation,1,0,original,2.0,numerosity
380,R_2duwlmkzpympN2V,5,mattercontinuationprompt2,"Next, you notice the gas forming.",3,476,1,matter,continuation,2,3,original,3.0,geometry
381,R_2duwlmkzpympN2V,5,cuttingcontinuationprompt1,"Next, you go for a walk in the garden.",3,477,1,cutting,continuation,1,2,original,3.0,geometry
382,R_2duwlmkzpympN2V,5,continuation2continuationprompt1,"Next, you open the chest.",3,478,1,continuation2,continuation,1,3,original,3.0,temporal
383,R_2duwlmkzpympN2V,5,dyingcontinuationprompt1,"Next, you notice the flowers are dead when you return.",3,479,1,dying,continuation,1,1,original,3.0,temporal
384,R_2duwlmkzpympN2V,5,reciprocitycontinuationprompt3,"Next, you say thank you.",3,481,1,reciprocity,continuation,3,2,original,3.0,social
385,R_2duwlmkzpympN2V,5,namescontinuationprompt1,"Next, you ask whether his name is John.",3,482,1,names,continuation,1,1,original,3.0,social
386,R_2duwlmkzpympN2V,5,continuation3continuationprompt1,"Next, you open the safe.",3,483,1,continuation3,continuation,1,2,original,3.0,temporal
399,R_2o5zerK8owggjub,6,copycontinuationprompt3,"Now, you have one list.",3,565,0,copy,continuation,3,4,original,2.0,social
400,R_2o5zerK8owggjub,6,newcontinuationprompt2,"Next, you look at all the dust.",3,566,0,new,continuation,2,0,original,2.0,temporal
401,R_2o5zerK8owggjub,6,smallest2continuationprompt1,"Next, you look back at the smaller apple in your hand.",3,567,1,smallest2,continuation,1,0,original,2.0,numerosity
402,R_2o5zerK8owggjub,6,mattercontinuationprompt2,"Next, you notice the gas forming.",3,568,1,matter,continuation,2,3,original,3.0,geometry
403,R_2o5zerK8owggjub,6,cuttingcontinuationprompt1,"Next, you go for a walk in the garden.",3,569,1,cutting,continuation,1,2,original,3.0,geometry
404,R_2o5zerK8owggjub,6,continuation2continuationprompt1,"Next, you open the chest.",3,570,1,continuation2,continuation,1,3,original,3.0,temporal
405,R_2o5zerK8owggjub,6,dyingcontinuationprompt1,"Next, you notice the flowers are dead when you return.",3,571,1,dying,continuation,1,1,original,3.0,temporal
406,R_2o5zerK8owggjub,6,reciprocitycontinuationprompt3,"Next, you say thank you.",3,573,1,reciprocity,continuation,3,2,original,3.0,social
407,R_2o5zerK8owggjub,6,namescontinuationprompt1,"Next, you ask whether his name is John.",3,574,1,names,continuation,1,1,original,3.0,social
408,R_2o5zerK8owggjub,6,continuation3continuationprompt1,"Next, you open the safe.",3,575,1,continuation3,continuation,1,2,original,3.0,temporal
421,R_8FkRTzhTgJtvPcX,6,copycontinuationprompt3,"Now, you have one list.",3,381,0,copy,continuation,3,4,original,2.0,social
422,R_8FkRTzhTgJtvPcX,6,newcontinuationprompt2,"Next, you look at all the dust.",3,382,0,new,continuation,2,0,original,2.0,temporal
423,R_8FkRTzhTgJtvPcX,6,smallest2continuationprompt1,"Next, you look back at the bigger apple in your hand.",3,383,0,smallest2,continuation,1,0,original,2.0,numerosity
424,R_8FkRTzhTgJtvPcX,6,mattercontinuationprompt2,"Next, you notice the gas forming.",3,384,1,matter,continuation,2,3,original,3.0,geometry
425,R_8FkRTzhTgJtvPcX,6,cuttingcontinuationprompt1,"Next, you go for a walk in the garden.",3,385,1,cutting,continuation,1,2,original,3.0,geometry
426,R_8FkRTzhTgJtvPcX,6,continuation2continuationprompt1,"Next, you open the chest.",3,386,1,continuation2,continuation,1,3,original,3.0,temporal
427,R_8FkRTzhTgJtvPcX,6,dyingcontinuationprompt1,"Next, you notice the flowers are still alive when you return.",3,387,0,dying,continuation,1,1,original,3.0,temporal
428,R_8FkRTzhTgJtvPcX,6,reciprocitycontinuationprompt3,"Next, you say nothing.",3,389,0,reciprocity,continuation,3,2,original,3.0,social
429,R_8FkRTzhTgJtvPcX,6,namescontinuationprompt1,"Next, you ask whether his name is John.",3,390,1,names,continuation,1,1,original,3.0,social
430,R_8FkRTzhTgJtvPcX,6,continuation3continuationprompt1,"Next, you open the safe.",3,391,1,continuation3,continuation,1,2,original,3.0,temporal
443,R_8OoALMCflzl9DSY,5,copycontinuationprompt3,"Now, you have one list.",3,197,0,copy,continuation,3,4,original,2.0,social
444,R_8OoALMCflzl9DSY,5,newcontinuationprompt2,"Next, you look at all the dust.",3,198,0,new,continuation,2,0,original,2.0,temporal
445,R_8OoALMCflzl9DSY,5,smallest2continuationprompt1,"Next, you look back at the smaller apple in your hand.",3,199,1,smallest2,continuation,1,0,original,2.0,numerosity
446,R_8OoALMCflzl9DSY,5,mattercontinuationprompt2,"Next, you notice the solid forming.",3,200,0,matter,continuation,2,3,original,3.0,geometry
447,R_8OoALMCflzl9DSY,5,cuttingcontinuationprompt1,"Next, you go for a walk in the neighborhood.",3,201,0,cutting,continuation,1,2,original,3.0,geometry
448,R_8OoALMCflzl9DSY,5,continuation2continuationprompt1,"Next, you open the chest.",3,202,1,continuation2,continuation,1,3,original,3.0,temporal
449,R_8OoALMCflzl9DSY,5,dyingcontinuationprompt1,"Next, you notice the flowers are still alive when you return.",3,203,0,dying,continuation,1,1,original,3.0,temporal
450,R_8OoALMCflzl9DSY,5,reciprocitycontinuationprompt3,"Next, you say thank you.",3,205,1,reciprocity,continuation,3,2,original,3.0,social
451,R_8OoALMCflzl9DSY,5,namescontinuationprompt1,"Next, you ask whether his name is John.",3,206,1,names,continuation,1,1,original,3.0,social
452,R_8OoALMCflzl9DSY,5,continuation3continuationprompt1,"Next, you open the safe.",3,207,1,continuation3,continuation,1,2,original,3.0,temporal
465,R_8Wy8yg38BGgO5RT,7,copycontinuationprompt3,"Now, you have two lists.",3,13,1,copy,continuation,3,4,original,2.0,social
466,R_8Wy8yg38BGgO5RT,7,newcontinuationprompt2,"Next, you look at all the sparkling gold.",3,14,1,new,continuation,2,0,original,2.0,temporal
467,R_8Wy8yg38BGgO5RT,7,smallest2continuationprompt1,"Next, you look back at the smaller apple in your hand.",3,15,1,smallest2,continuation,1,0,original,2.0,numerosity
468,R_8Wy8yg38BGgO5RT,7,mattercontinuationprompt2,"Next, you notice the gas forming.",3,16,1,matter,continuation,2,3,original,3.0,geometry
469,R_8Wy8yg38BGgO5RT,7,cuttingcontinuationprompt1,"Next, you go for a walk in the garden.",3,17,1,cutting,continuation,1,2,original,3.0,geometry
470,R_8Wy8yg38BGgO5RT,7,continuation2continuationprompt1,"Next, you open the chest.",3,18,1,continuation2,continuation,1,3,original,3.0,temporal
471,R_8Wy8yg38BGgO5RT,7,dyingcontinuationprompt1,"Next, you notice the flowers are dead when you return.",3,19,1,dying,continuation,1,1,original,3.0,temporal
472,R_8Wy8yg38BGgO5RT,7,reciprocitycontinuationprompt3,"Next, you say thank you.",3,21,1,reciprocity,continuation,3,2,original,3.0,social
473,R_8Wy8yg38BGgO5RT,7,namescontinuationprompt1,"Next, you ask whether his name is John.",3,22,1,names,continuation,1,1,original,3.0,social
474,R_8Wy8yg38BGgO5RT,7,continuation3continuationprompt1,"Next, you open the safe.",3,23,1,continuation3,continuation,1,2,original,3.0,temporal
485,R_2BORCQnniI0pa8p,7,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,379,1,color,continuation,2,0,shuffled,2.0,geometry
486,R_2BORCQnniI0pa8p,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,380,1,speed,continuation,1,1,shuffled,3.0,temporal
487,R_2BORCQnniI0pa8p,7,reciprocitycontinuationprompt2,"Next, you offer to return the favor",4,381,1,reciprocity,continuation,2,2,shuffled,3.0,social
488,R_2BORCQnniI0pa8p,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,382,1,smallest,continuation,2,2,shuffled,3.0,numerosity
489,R_2BORCQnniI0pa8p,7,completioncontinuationprompt1,"Next, you look back at the empty form.",4,383,0,completion,continuation,1,3,shuffled,2.0,social
490,R_2BORCQnniI0pa8p,7,taste2continuationprompt3,"Next, you taste something bad.",4,384,1,taste2,continuation,3,4,shuffled,1.0,temporal
491,R_2BORCQnniI0pa8p,7,farcontinuationprompt2,"Next, you notice that the train is nearby.",4,385,0,far,continuation,2,3,shuffled,2.0,objectness
492,R_2BORCQnniI0pa8p,7,continuation3continuationprompt3,"Next, you take money from the safe.",4,386,0,continuation3,continuation,3,0,shuffled,3.0,temporal
493,R_2BORCQnniI0pa8p,7,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",4,387,1,cutting,continuation,2,1,shuffled,3.0,geometry
494,R_2BORCQnniI0pa8p,7,emptycontinuationprompt2,"Next, you pick up the empty box.",4,388,1,empty,continuation,2,5,shuffled,2.0,geometry
495,R_2BORCQnniI0pa8p,7,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",4,389,1,more,continuation,3,1,shuffled,2.0,numerosity
496,R_2BORCQnniI0pa8p,7,comingcontinuationprompt1,"Next, you see your friend inside the house.",4,390,0,coming,continuation,1,2,shuffled,1.0,social
497,R_2BORCQnniI0pa8p,7,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,391,1,eating,continuation,3,3,shuffled,1.0,objectness
508,R_2EYWdnrkfH1qdi3,6,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,195,1,color,continuation,2,0,shuffled,2.0,geometry
509,R_2EYWdnrkfH1qdi3,6,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,196,1,speed,continuation,1,1,shuffled,3.0,temporal
510,R_2EYWdnrkfH1qdi3,6,reciprocitycontinuationprompt2,"Next, you offer to return the favor",4,197,1,reciprocity,continuation,2,2,shuffled,3.0,social
511,R_2EYWdnrkfH1qdi3,6,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,198,1,smallest,continuation,2,2,shuffled,3.0,numerosity
512,R_2EYWdnrkfH1qdi3,6,completioncontinuationprompt1,"Next, you look back at the complete form.",4,199,1,completion,continuation,1,3,shuffled,2.0,social
513,R_2EYWdnrkfH1qdi3,6,taste2continuationprompt3,"Next, you taste something good.",4,200,0,taste2,continuation,3,4,shuffled,1.0,temporal
514,R_2EYWdnrkfH1qdi3,6,farcontinuationprompt2,"Next, you notice that the train is nearby.",4,201,0,far,continuation,2,3,shuffled,2.0,objectness
515,R_2EYWdnrkfH1qdi3,6,continuation3continuationprompt3,"Next, you take money from the safe.",4,202,0,continuation3,continuation,3,0,shuffled,3.0,temporal
516,R_2EYWdnrkfH1qdi3,6,cuttingcontinuationprompt2,"Next, you look at the fence from outside the garden.",4,203,0,cutting,continuation,2,1,shuffled,3.0,geometry
517,R_2EYWdnrkfH1qdi3,6,emptycontinuationprompt2,"Next, you pick up the almost empty box.",4,204,0,empty,continuation,2,5,shuffled,2.0,geometry
518,R_2EYWdnrkfH1qdi3,6,morecontinuationprompt3,"Next, you notice that there are less beads in the bowl than in the cup.",4,205,0,more,continuation,3,1,shuffled,2.0,numerosity
519,R_2EYWdnrkfH1qdi3,6,comingcontinuationprompt1,"Next, you see your friend outside the house.",4,206,1,coming,continuation,1,2,shuffled,1.0,social
520,R_2EYWdnrkfH1qdi3,6,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,207,1,eating,continuation,3,3,shuffled,1.0,objectness
531,R_2ZnSolNbZ0RaRJn,7,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,11,1,color,continuation,2,0,shuffled,2.0,geometry
532,R_2ZnSolNbZ0RaRJn,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,12,1,speed,continuation,1,1,shuffled,3.0,temporal
533,R_2ZnSolNbZ0RaRJn,7,reciprocitycontinuationprompt2,"Next, you offer to return the favor",4,13,1,reciprocity,continuation,2,2,shuffled,3.0,social
534,R_2ZnSolNbZ0RaRJn,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,14,1,smallest,continuation,2,2,shuffled,3.0,numerosity
535,R_2ZnSolNbZ0RaRJn,7,completioncontinuationprompt1,"Next, you look back at the empty form.",4,15,0,completion,continuation,1,3,shuffled,2.0,social
536,R_2ZnSolNbZ0RaRJn,7,taste2continuationprompt3,"Next, you taste something good.",4,16,0,taste2,continuation,3,4,shuffled,1.0,temporal
537,R_2ZnSolNbZ0RaRJn,7,farcontinuationprompt2,"Next, you notice that the train is far away.",4,17,1,far,continuation,2,3,shuffled,2.0,objectness
538,R_2ZnSolNbZ0RaRJn,7,continuation3continuationprompt3,"Next, you take a nothing from the safe.",4,18,1,continuation3,continuation,3,0,shuffled,3.0,temporal
539,R_2ZnSolNbZ0RaRJn,7,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",4,19,1,cutting,continuation,2,1,shuffled,3.0,geometry
540,R_2ZnSolNbZ0RaRJn,7,emptycontinuationprompt2,"Next, you pick up the empty box.",4,20,1,empty,continuation,2,5,shuffled,2.0,geometry
541,R_2ZnSolNbZ0RaRJn,7,morecontinuationprompt3,"Next, you notice that there are less beads in the bowl than in the cup.",4,21,0,more,continuation,3,1,shuffled,2.0,numerosity
542,R_2ZnSolNbZ0RaRJn,7,comingcontinuationprompt1,"Next, you see your friend outside the house.",4,22,1,coming,continuation,1,2,shuffled,1.0,social
543,R_2ZnSolNbZ0RaRJn,7,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,23,1,eating,continuation,3,3,shuffled,1.0,objectness
554,R_2kKDOfdDRAG4LNT,7,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,103,1,color,continuation,2,0,shuffled,2.0,geometry
555,R_2kKDOfdDRAG4LNT,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,104,1,speed,continuation,1,1,shuffled,3.0,temporal
556,R_2kKDOfdDRAG4LNT,7,reciprocitycontinuationprompt2,"Next, you offer another time.",4,105,0,reciprocity,continuation,2,2,shuffled,3.0,social
557,R_2kKDOfdDRAG4LNT,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,106,1,smallest,continuation,2,2,shuffled,3.0,numerosity
558,R_2kKDOfdDRAG4LNT,7,completioncontinuationprompt1,"Next, you look back at the empty form.",4,107,0,completion,continuation,1,3,shuffled,2.0,social
559,R_2kKDOfdDRAG4LNT,7,taste2continuationprompt3,"Next, you taste something good.",4,108,0,taste2,continuation,3,4,shuffled,1.0,temporal
560,R_2kKDOfdDRAG4LNT,7,farcontinuationprompt2,"Next, you notice that the train is nearby.",4,109,0,far,continuation,2,3,shuffled,2.0,objectness
561,R_2kKDOfdDRAG4LNT,7,continuation3continuationprompt3,"Next, you take a nothing from the safe.",4,110,1,continuation3,continuation,3,0,shuffled,3.0,temporal
562,R_2kKDOfdDRAG4LNT,7,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",4,111,1,cutting,continuation,2,1,shuffled,3.0,geometry
563,R_2kKDOfdDRAG4LNT,7,emptycontinuationprompt2,"Next, you pick up the empty box.",4,112,1,empty,continuation,2,5,shuffled,2.0,geometry
564,R_2kKDOfdDRAG4LNT,7,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",4,113,1,more,continuation,3,1,shuffled,2.0,numerosity
565,R_2kKDOfdDRAG4LNT,7,comingcontinuationprompt1,"Next, you see your friend outside the house.",4,114,1,coming,continuation,1,2,shuffled,1.0,social
566,R_2kKDOfdDRAG4LNT,7,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,115,1,eating,continuation,3,3,shuffled,1.0,objectness
577,R_2qgB4zO2GSZpG9h,6,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,563,1,color,continuation,2,0,shuffled,2.0,geometry
578,R_2qgB4zO2GSZpG9h,6,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,564,1,speed,continuation,1,1,shuffled,3.0,temporal
579,R_2qgB4zO2GSZpG9h,6,reciprocitycontinuationprompt2,"Next, you offer to return the favor",4,565,1,reciprocity,continuation,2,2,shuffled,3.0,social
580,R_2qgB4zO2GSZpG9h,6,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,566,1,smallest,continuation,2,2,shuffled,3.0,numerosity
581,R_2qgB4zO2GSZpG9h,6,completioncontinuationprompt1,"Next, you look back at the complete form.",4,567,1,completion,continuation,1,3,shuffled,2.0,social
582,R_2qgB4zO2GSZpG9h,6,taste2continuationprompt3,"Next, you taste something bad.",4,568,1,taste2,continuation,3,4,shuffled,1.0,temporal
583,R_2qgB4zO2GSZpG9h,6,farcontinuationprompt2,"Next, you notice that the train is nearby.",4,569,0,far,continuation,2,3,shuffled,2.0,objectness
584,R_2qgB4zO2GSZpG9h,6,continuation3continuationprompt3,"Next, you take a nothing from the safe.",4,570,1,continuation3,continuation,3,0,shuffled,3.0,temporal
585,R_2qgB4zO2GSZpG9h,6,cuttingcontinuationprompt2,"Next, you look at the fence from outside the garden.",4,571,0,cutting,continuation,2,1,shuffled,3.0,geometry
586,R_2qgB4zO2GSZpG9h,6,emptycontinuationprompt2,"Next, you pick up the empty box.",4,572,1,empty,continuation,2,5,shuffled,2.0,geometry
587,R_2qgB4zO2GSZpG9h,6,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",4,573,1,more,continuation,3,1,shuffled,2.0,numerosity
588,R_2qgB4zO2GSZpG9h,6,comingcontinuationprompt1,"Next, you see your friend inside the house.",4,574,0,coming,continuation,1,2,shuffled,1.0,social
589,R_2qgB4zO2GSZpG9h,6,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,575,1,eating,continuation,3,3,shuffled,1.0,objectness
600,R_80OaS4HM7zhosqi,7,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,287,1,color,continuation,2,0,shuffled,2.0,geometry
601,R_80OaS4HM7zhosqi,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,288,1,speed,continuation,1,1,shuffled,3.0,temporal
602,R_80OaS4HM7zhosqi,7,reciprocitycontinuationprompt2,"Next, you offer to return the favor",4,289,1,reciprocity,continuation,2,2,shuffled,3.0,social
603,R_80OaS4HM7zhosqi,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,290,1,smallest,continuation,2,2,shuffled,3.0,numerosity
604,R_80OaS4HM7zhosqi,7,completioncontinuationprompt1,"Next, you look back at the complete form.",4,291,1,completion,continuation,1,3,shuffled,2.0,social
605,R_80OaS4HM7zhosqi,7,taste2continuationprompt3,"Next, you taste something good.",4,292,0,taste2,continuation,3,4,shuffled,1.0,temporal
606,R_80OaS4HM7zhosqi,7,farcontinuationprompt2,"Next, you notice that the train is nearby.",4,293,0,far,continuation,2,3,shuffled,2.0,objectness
607,R_80OaS4HM7zhosqi,7,continuation3continuationprompt3,"Next, you take a nothing from the safe.",4,294,1,continuation3,continuation,3,0,shuffled,3.0,temporal
608,R_80OaS4HM7zhosqi,7,cuttingcontinuationprompt2,"Next, you look at the fence from outside the garden.",4,295,0,cutting,continuation,2,1,shuffled,3.0,geometry
609,R_80OaS4HM7zhosqi,7,emptycontinuationprompt2,"Next, you pick up the empty box.",4,296,1,empty,continuation,2,5,shuffled,2.0,geometry
610,R_80OaS4HM7zhosqi,7,morecontinuationprompt3,"Next, you notice that there are less beads in the bowl than in the cup.",4,297,0,more,continuation,3,1,shuffled,2.0,numerosity
611,R_80OaS4HM7zhosqi,7,comingcontinuationprompt1,"Next, you see your friend outside the house.",4,298,1,coming,continuation,1,2,shuffled,1.0,social
612,R_80OaS4HM7zhosqi,7,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,299,1,eating,continuation,3,3,shuffled,1.0,objectness
623,R_8Lb6c6KpsUOyqOM,7,colorcontinuationprompt2,"Next, you notice how the blocks are different colors.",4,471,1,color,continuation,2,0,shuffled,2.0,geometry
624,R_8Lb6c6KpsUOyqOM,7,speedcontinuationprompt1,"Now, you will arrive earlier to your friend's house.",4,472,1,speed,continuation,1,1,shuffled,3.0,temporal
625,R_8Lb6c6KpsUOyqOM,7,reciprocitycontinuationprompt2,"Next, you offer to return the favor",4,473,1,reciprocity,continuation,2,2,shuffled,3.0,social
626,R_8Lb6c6KpsUOyqOM,7,smallestcontinuationprompt2,"Next, you see the smaller item in the box.",4,474,1,smallest,continuation,2,2,shuffled,3.0,numerosity
627,R_8Lb6c6KpsUOyqOM,7,completioncontinuationprompt1,"Next, you look back at the complete form.",4,475,1,completion,continuation,1,3,shuffled,2.0,social
628,R_8Lb6c6KpsUOyqOM,7,taste2continuationprompt3,"Next, you taste something good.",4,476,0,taste2,continuation,3,4,shuffled,1.0,temporal
629,R_8Lb6c6KpsUOyqOM,7,farcontinuationprompt2,"Next, you notice that the train is nearby.",4,477,0,far,continuation,2,3,shuffled,2.0,objectness
630,R_8Lb6c6KpsUOyqOM,7,continuation3continuationprompt3,"Next, you take money from the safe.",4,478,0,continuation3,continuation,3,0,shuffled,3.0,temporal
631,R_8Lb6c6KpsUOyqOM,7,cuttingcontinuationprompt2,"Next, you look at the fence from inside the garden.",4,479,1,cutting,continuation,2,1,shuffled,3.0,geometry
632,R_8Lb6c6KpsUOyqOM,7,emptycontinuationprompt2,"Next, you pick up the empty box.",4,480,1,empty,continuation,2,5,shuffled,2.0,geometry
633,R_8Lb6c6KpsUOyqOM,7,morecontinuationprompt3,"Next, you notice that there are more beads in the bowl than in the cup.",4,481,1,more,continuation,3,1,shuffled,2.0,numerosity
634,R_8Lb6c6KpsUOyqOM,7,comingcontinuationprompt1,"Next, you see your friend outside the house.",4,482,1,coming,continuation,1,2,shuffled,1.0,social
635,R_8Lb6c6KpsUOyqOM,7,eatingcontinuationprompt3,"Next, you see that the salad is gone.",4,483,1,eating,continuation,3,3,shuffled,1.0,objectness
648,R_275JJJnXnwFe9xf,6,correspondencecontinuationprompt1,"Next, you lock the door.",5,286,0,correspondence,continuation,1,1,shuffled,3.0,temporal
649,R_275JJJnXnwFe9xf,6,farcontinuationprompt1,"Now, you know that you will be here for some time",5,287,1,far,continuation,1,5,shuffled,2.0,objectness
650,R_275JJJnXnwFe9xf,6,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",5,288,1,day,continuation,2,1,shuffled,1.0,temporal
651,R_275JJJnXnwFe9xf,6,touchcontinuationprompt3,"Next, you feel a prick.",5,289,1,touch,continuation,3,3,shuffled,1.0,objectness
652,R_275JJJnXnwFe9xf,6,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",5,290,1,completion,continuation,3,0,shuffled,2.0,social
653,R_275JJJnXnwFe9xf,6,mattercontinuationprompt1,"Next, you notice the water boiling.",5,291,1,matter,continuation,1,5,shuffled,3.0,geometry
654,R_275JJJnXnwFe9xf,6,reciprocitycontinuationprompt3,"Next, you say thank you.",5,292,1,reciprocity,continuation,3,2,shuffled,3.0,social
655,R_275JJJnXnwFe9xf,6,namescontinuationprompt1,"Next, you ask whether his name is John.",5,293,1,names,continuation,1,5,shuffled,3.0,social
656,R_275JJJnXnwFe9xf,6,agecontinuationprompt3,"Next, you think about how that was a long time ago.",5,294,1,age,continuation,3,5,shuffled,1.0,temporal
657,R_275JJJnXnwFe9xf,6,largest2continuationprompt3,"Next, you leave less money for the next person.",5,295,1,largest2,continuation,3,2,shuffled,2.0,numerosity
658,R_275JJJnXnwFe9xf,6,abovecontinuationprompt3,"Next, you look back at the books below the shelf.",5,296,0,above,continuation,3,3,shuffled,1.0,geometry
671,R_2Dqmf990X6N1xC0,7,correspondencecontinuationprompt1,"Next, you unlock the door.",5,559,1,correspondence,continuation,1,1,shuffled,3.0,temporal
672,R_2Dqmf990X6N1xC0,7,farcontinuationprompt1,"Now, you know that you will be here not so long",5,560,0,far,continuation,1,5,shuffled,2.0,objectness
673,R_2Dqmf990X6N1xC0,7,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",5,561,1,day,continuation,2,1,shuffled,1.0,temporal
674,R_2Dqmf990X6N1xC0,7,touchcontinuationprompt3,"Next, you feel a prick.",5,562,1,touch,continuation,3,3,shuffled,1.0,objectness
675,R_2Dqmf990X6N1xC0,7,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",5,563,1,completion,continuation,3,0,shuffled,2.0,social
676,R_2Dqmf990X6N1xC0,7,mattercontinuationprompt1,"Next, you notice the water boiling.",5,564,1,matter,continuation,1,5,shuffled,3.0,geometry
677,R_2Dqmf990X6N1xC0,7,reciprocitycontinuationprompt3,"Next, you say thank you.",5,565,1,reciprocity,continuation,3,2,shuffled,3.0,social
678,R_2Dqmf990X6N1xC0,7,namescontinuationprompt1,"Next, you ask whether his name is John.",5,566,1,names,continuation,1,5,shuffled,3.0,social
679,R_2Dqmf990X6N1xC0,7,agecontinuationprompt3,"Next, you think about how that was a long time ago.",5,567,1,age,continuation,3,5,shuffled,1.0,temporal
680,R_2Dqmf990X6N1xC0,7,largest2continuationprompt3,"Next, you leave less money for the next person.",5,568,1,largest2,continuation,3,2,shuffled,2.0,numerosity
681,R_2Dqmf990X6N1xC0,7,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",5,569,1,above,continuation,3,3,shuffled,1.0,geometry
694,R_2OoFfTtjF4aR6bV,6,correspondencecontinuationprompt1,"Next, you unlock the door.",5,195,1,correspondence,continuation,1,1,shuffled,3.0,temporal
695,R_2OoFfTtjF4aR6bV,6,farcontinuationprompt1,"Now, you know that you will be here not so long",5,196,0,far,continuation,1,5,shuffled,2.0,objectness
696,R_2OoFfTtjF4aR6bV,6,daycontinuationprompt2,"Next, you look at the clock and see that it is 7AM.",5,197,1,day,continuation,2,1,shuffled,1.0,temporal
697,R_2OoFfTtjF4aR6bV,6,touchcontinuationprompt3,"Next, you feel a prick.",5,198,1,touch,continuation,3,3,shuffled,1.0,objectness
698,R_2OoFfTtjF4aR6bV,6,completioncontinuationprompt3,"Next, you put the pen next to the complete form.",5,199,1,completion,continuation,3,0,shuffled,2.0,social
699,R_2OoFfTtjF4aR6bV,6,mattercontinuationprompt1,"Next, you notice the ice melting.",5,200,0,matter,continuation,1,5,shuffled,3.0,geometry
700,R_2OoFfTtjF4aR6bV,6,reciprocitycontinuationprompt3,"Next, you say thank you.",5,201,1,reciprocity,continuation,3,2,shuffled,3.0,social
701,R_2OoFfTtjF4aR6bV,6,namescontinuationprompt1,"Next, you ask whether his name is John.",5,202,1,names,continuation,1,5,shuffled,3.0,social
702,R_2OoFfTtjF4aR6bV,6,agecontinuationprompt3,"Next, you think about how that was a long time ago.",5,203,1,age,continuation,3,5,shuffled,1.0,temporal
703,R_2OoFfTtjF4aR6bV,6,largest2continuationprompt3,"Next, you leave more money for the next person.",5,204,0,largest2,continuation,3,2,shuffled,2.0,numerosity
704,R_2OoFfTtjF4aR6bV,6,abovecontinuationprompt3,"Next, you look back at the books on top of the shelf.",5,205,1,above,continuation,3,3,shuffled,1.0,geometry
