sentence-id,interval-length,model,base_sentence_name,complexity,concept_tag,has_tag,item1_correct,item2_correct,both_correct,percent_items_correct,percent_both_correct
continuation2,5,llama3.2-3b-instruct,continuation2_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation2,5,mistral-7b-instruct-v0.3,continuation2_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation2,5,mixtral-8x7b-instruct,continuation2_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,gemma2-27b-instruct,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,gemma2-9b-instruct,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,llama3.1-70b-instruct,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,llama3.1-8b-instruct,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,llama3.2-3b-instruct,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,mistral-7b-instruct-v0.3,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation2,6,mixtral-8x7b-instruct,continuation2_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation3,1,gemma2-27b-instruct,continuation3_interval_1,3.0,Temporal,True,True,True,True,100.0,100
continuation3,1,gemma2-9b-instruct,continuation3_interval_1,3.0,Temporal,True,True,True,True,100.0,100
continuation3,1,llama3.1-70b-instruct,continuation3_interval_1,3.0,Temporal,True,True,False,False,50.0,0
continuation3,1,llama3.1-8b-instruct,continuation3_interval_1,3.0,Temporal,True,True,False,False,50.0,0
continuation3,1,llama3.2-3b-instruct,continuation3_interval_1,3.0,Temporal,True,True,False,False,50.0,0
continuation3,1,mistral-7b-instruct-v0.3,continuation3_interval_1,3.0,Temporal,True,True,True,True,100.0,100
continuation3,1,mixtral-8x7b-instruct,continuation3_interval_1,3.0,Temporal,True,True,True,True,100.0,100
continuation3,2,gemma2-27b-instruct,continuation3_interval_2,3.0,Temporal,True,True,True,True,100.0,100
continuation3,2,gemma2-9b-instruct,continuation3_interval_2,3.0,Temporal,True,True,False,False,50.0,0
continuation3,2,llama3.1-70b-instruct,continuation3_interval_2,3.0,Temporal,True,True,True,True,100.0,100
continuation3,2,llama3.1-8b-instruct,continuation3_interval_2,3.0,Temporal,True,True,False,False,50.0,0
continuation3,2,llama3.2-3b-instruct,continuation3_interval_2,3.0,Temporal,True,True,False,False,50.0,0
continuation3,2,mistral-7b-instruct-v0.3,continuation3_interval_2,3.0,Temporal,True,True,True,True,100.0,100
continuation3,2,mixtral-8x7b-instruct,continuation3_interval_2,3.0,Temporal,True,True,True,True,100.0,100
continuation3,3,gemma2-27b-instruct,continuation3_interval_3,3.0,Temporal,True,True,True,True,100.0,100
continuation3,3,gemma2-9b-instruct,continuation3_interval_3,3.0,Temporal,True,True,False,False,50.0,0
continuation3,3,llama3.1-70b-instruct,continuation3_interval_3,3.0,Temporal,True,True,False,False,50.0,0
continuation3,3,llama3.1-8b-instruct,continuation3_interval_3,3.0,Temporal,True,True,True,True,100.0,100
continuation3,3,llama3.2-3b-instruct,continuation3_interval_3,3.0,Temporal,True,True,False,False,50.0,0
continuation3,3,mistral-7b-instruct-v0.3,continuation3_interval_3,3.0,Temporal,True,True,True,True,100.0,100
continuation3,3,mixtral-8x7b-instruct,continuation3_interval_3,3.0,Temporal,True,True,True,True,100.0,100
continuation3,4,gemma2-27b-instruct,continuation3_interval_4,3.0,Temporal,True,True,True,True,100.0,100
continuation3,4,gemma2-9b-instruct,continuation3_interval_4,3.0,Temporal,True,True,False,False,50.0,0
continuation3,4,llama3.1-70b-instruct,continuation3_interval_4,3.0,Temporal,True,True,False,False,50.0,0
continuation3,4,llama3.1-8b-instruct,continuation3_interval_4,3.0,Temporal,True,True,True,True,100.0,100
continuation3,4,llama3.2-3b-instruct,continuation3_interval_4,3.0,Temporal,True,True,True,True,100.0,100
continuation3,4,mistral-7b-instruct-v0.3,continuation3_interval_4,3.0,Temporal,True,True,True,True,100.0,100
continuation3,4,mixtral-8x7b-instruct,continuation3_interval_4,3.0,Temporal,True,True,True,True,100.0,100
continuation3,5,gemma2-27b-instruct,continuation3_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation3,5,gemma2-9b-instruct,continuation3_interval_5,3.0,Temporal,True,True,False,False,50.0,0
continuation3,5,llama3.1-70b-instruct,continuation3_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation3,5,llama3.1-8b-instruct,continuation3_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation3,5,llama3.2-3b-instruct,continuation3_interval_5,3.0,Temporal,True,True,False,False,50.0,0
continuation3,5,mistral-7b-instruct-v0.3,continuation3_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation3,5,mixtral-8x7b-instruct,continuation3_interval_5,3.0,Temporal,True,True,True,True,100.0,100
continuation3,6,gemma2-27b-instruct,continuation3_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation3,6,gemma2-9b-instruct,continuation3_interval_6,3.0,Temporal,True,True,False,False,50.0,0
continuation3,6,llama3.1-70b-instruct,continuation3_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation3,6,llama3.1-8b-instruct,continuation3_interval_6,3.0,Temporal,True,False,True,False,50.0,0
continuation3,6,llama3.2-3b-instruct,continuation3_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation3,6,mistral-7b-instruct-v0.3,continuation3_interval_6,3.0,Temporal,True,True,True,True,100.0,100
continuation3,6,mixtral-8x7b-instruct,continuation3_interval_6,3.0,Temporal,True,True,True,True,100.0,100
copy,1,gemma2-27b-instruct,copy_interval_1,2.0,Social,True,True,False,False,50.0,0
copy,1,gemma2-9b-instruct,copy_interval_1,2.0,Social,True,True,False,False,50.0,0
copy,1,llama3.1-70b-instruct,copy_interval_1,2.0,Social,True,False,True,False,50.0,0
copy,1,llama3.1-8b-instruct,copy_interval_1,2.0,Social,True,True,False,False,50.0,0
copy,1,llama3.2-3b-instruct,copy_interval_1,2.0,Social,True,False,True,False,50.0,0
copy,1,mistral-7b-instruct-v0.3,copy_interval_1,2.0,Social,True,False,False,False,0.0,0
copy,1,mixtral-8x7b-instruct,copy_interval_1,2.0,Social,True,False,False,False,0.0,0
copy,2,gemma2-27b-instruct,copy_interval_2,2.0,Social,True,True,False,False,50.0,0
copy,2,gemma2-9b-instruct,copy_interval_2,2.0,Social,True,True,False,False,50.0,0
copy,2,llama3.1-70b-instruct,copy_interval_2,2.0,Social,True,False,False,False,0.0,0
copy,2,llama3.1-8b-instruct,copy_interval_2,2.0,Social,True,False,False,False,0.0,0
copy,2,llama3.2-3b-instruct,copy_interval_2,2.0,Social,True,False,False,False,0.0,0
copy,2,mistral-7b-instruct-v0.3,copy_interval_2,2.0,Social,True,False,False,False,0.0,0
copy,2,mixtral-8x7b-instruct,copy_interval_2,2.0,Social,True,False,False,False,0.0,0
copy,3,gemma2-27b-instruct,copy_interval_3,2.0,Social,True,True,False,False,50.0,0
copy,3,gemma2-9b-instruct,copy_interval_3,2.0,Social,True,True,False,False,50.0,0
copy,3,llama3.1-70b-instruct,copy_interval_3,2.0,Social,True,False,False,False,0.0,0
copy,3,llama3.1-8b-instruct,copy_interval_3,2.0,Social,True,False,False,False,0.0,0
copy,3,llama3.2-3b-instruct,copy_interval_3,2.0,Social,True,False,False,False,0.0,0
copy,3,mistral-7b-instruct-v0.3,copy_interval_3,2.0,Social,True,False,False,False,0.0,0
copy,3,mixtral-8x7b-instruct,copy_interval_3,2.0,Social,True,False,False,False,0.0,0
copy,4,gemma2-27b-instruct,copy_interval_4,2.0,Social,True,True,False,False,50.0,0
copy,4,gemma2-9b-instruct,copy_interval_4,2.0,Social,True,True,False,False,50.0,0
copy,4,llama3.1-70b-instruct,copy_interval_4,2.0,Social,True,False,False,False,0.0,0
copy,4,llama3.1-8b-instruct,copy_interval_4,2.0,Social,True,False,False,False,0.0,0
copy,4,llama3.2-3b-instruct,copy_interval_4,2.0,Social,True,False,False,False,0.0,0
copy,4,mistral-7b-instruct-v0.3,copy_interval_4,2.0,Social,True,False,False,False,0.0,0
copy,4,mixtral-8x7b-instruct,copy_interval_4,2.0,Social,True,False,False,False,0.0,0
copy,5,gemma2-27b-instruct,copy_interval_5,2.0,Social,True,True,False,False,50.0,0
copy,5,gemma2-9b-instruct,copy_interval_5,2.0,Social,True,True,False,False,50.0,0
copy,5,llama3.1-70b-instruct,copy_interval_5,2.0,Social,True,False,False,False,0.0,0
copy,5,llama3.1-8b-instruct,copy_interval_5,2.0,Social,True,False,False,False,0.0,0
copy,5,llama3.2-3b-instruct,copy_interval_5,2.0,Social,True,False,False,False,0.0,0
copy,5,mistral-7b-instruct-v0.3,copy_interval_5,2.0,Social,True,False,False,False,0.0,0
copy,5,mixtral-8x7b-instruct,copy_interval_5,2.0,Social,True,False,False,False,0.0,0
copy,6,gemma2-27b-instruct,copy_interval_6,2.0,Social,True,True,False,False,50.0,0
copy,6,gemma2-9b-instruct,copy_interval_6,2.0,Social,True,True,False,False,50.0,0
copy,6,llama3.1-70b-instruct,copy_interval_6,2.0,Social,True,False,False,False,0.0,0
copy,6,llama3.1-8b-instruct,copy_interval_6,2.0,Social,True,False,False,False,0.0,0
copy,6,llama3.2-3b-instruct,copy_interval_6,2.0,Social,True,False,False,False,0.0,0
copy,6,mistral-7b-instruct-v0.3,copy_interval_6,2.0,Social,True,False,False,False,0.0,0
copy,6,mixtral-8x7b-instruct,copy_interval_6,2.0,Social,True,False,False,False,0.0,0
correspondence,1,gemma2-27b-instruct,correspondence_interval_1,3.0,Objectness,True,True,True,True,100.0,100
correspondence,1,gemma2-27b-instruct,correspondence_interval_1,3.0,Temporal,True,True,True,True,100.0,100
correspondence,1,gemma2-9b-instruct,correspondence_interval_1,3.0,Objectness,True,True,False,False,50.0,0
correspondence,1,gemma2-9b-instruct,correspondence_interval_1,3.0,Temporal,True,True,False,False,50.0,0
correspondence,1,llama3.1-70b-instruct,correspondence_interval_1,3.0,Objectness,True,True,True,True,100.0,100
correspondence,1,llama3.1-70b-instruct,correspondence_interval_1,3.0,Temporal,True,True,True,True,100.0,100
correspondence,1,llama3.1-8b-instruct,correspondence_interval_1,3.0,Objectness,True,True,True,True,100.0,100
correspondence,1,llama3.1-8b-instruct,correspondence_interval_1,3.0,Temporal,True,True,True,True,100.0,100
correspondence,1,llama3.2-3b-instruct,correspondence_interval_1,3.0,Objectness,True,True,True,True,100.0,100
correspondence,1,llama3.2-3b-instruct,correspondence_interval_1,3.0,Temporal,True,True,True,True,100.0,100
correspondence,1,mistral-7b-instruct-v0.3,correspondence_interval_1,3.0,Objectness,True,True,True,True,100.0,100
correspondence,1,mistral-7b-instruct-v0.3,correspondence_interval_1,3.0,Temporal,True,True,True,True,100.0,100
correspondence,1,mixtral-8x7b-instruct,correspondence_interval_1,3.0,Objectness,True,False,True,False,50.0,0
correspondence,1,mixtral-8x7b-instruct,correspondence_interval_1,3.0,Temporal,True,False,True,False,50.0,0
correspondence,2,gemma2-27b-instruct,correspondence_interval_2,3.0,Objectness,True,True,True,True,100.0,100
correspondence,2,gemma2-27b-instruct,correspondence_interval_2,3.0,Temporal,True,True,True,True,100.0,100
correspondence,2,gemma2-9b-instruct,correspondence_interval_2,3.0,Objectness,True,True,False,False,50.0,0
correspondence,2,gemma2-9b-instruct,correspondence_interval_2,3.0,Temporal,True,True,False,False,50.0,0
correspondence,2,llama3.1-70b-instruct,correspondence_interval_2,3.0,Objectness,True,True,True,True,100.0,100
correspondence,2,llama3.1-70b-instruct,correspondence_interval_2,3.0,Temporal,True,True,True,True,100.0,100
correspondence,2,llama3.1-8b-instruct,correspondence_interval_2,3.0,Objectness,True,True,True,True,100.0,100
correspondence,2,llama3.1-8b-instruct,correspondence_interval_2,3.0,Temporal,True,True,True,True,100.0,100
correspondence,2,llama3.2-3b-instruct,correspondence_interval_2,3.0,Objectness,True,True,True,True,100.0,100
correspondence,2,llama3.2-3b-instruct,correspondence_interval_2,3.0,Temporal,True,True,True,True,100.0,100
correspondence,2,mistral-7b-instruct-v0.3,correspondence_interval_2,3.0,Objectness,True,True,True,True,100.0,100
correspondence,2,mistral-7b-instruct-v0.3,correspondence_interval_2,3.0,Temporal,True,True,True,True,100.0,100
correspondence,2,mixtral-8x7b-instruct,correspondence_interval_2,3.0,Objectness,True,False,True,False,50.0,0
correspondence,2,mixtral-8x7b-instruct,correspondence_interval_2,3.0,Temporal,True,False,True,False,50.0,0
correspondence,3,gemma2-27b-instruct,correspondence_interval_3,3.0,Objectness,True,True,True,True,100.0,100
correspondence,3,gemma2-27b-instruct,correspondence_interval_3,3.0,Temporal,True,True,True,True,100.0,100
correspondence,3,gemma2-9b-instruct,correspondence_interval_3,3.0,Objectness,True,True,False,False,50.0,0
correspondence,3,gemma2-9b-instruct,correspondence_interval_3,3.0,Temporal,True,True,False,False,50.0,0
correspondence,3,llama3.1-70b-instruct,correspondence_interval_3,3.0,Objectness,True,True,True,True,100.0,100
correspondence,3,llama3.1-70b-instruct,correspondence_interval_3,3.0,Temporal,True,True,True,True,100.0,100
correspondence,3,llama3.1-8b-instruct,correspondence_interval_3,3.0,Objectness,True,True,True,True,100.0,100
correspondence,3,llama3.1-8b-instruct,correspondence_interval_3,3.0,Temporal,True,True,True,True,100.0,100
correspondence,3,llama3.2-3b-instruct,correspondence_interval_3,3.0,Objectness,True,True,True,True,100.0,100
correspondence,3,llama3.2-3b-instruct,correspondence_interval_3,3.0,Temporal,True,True,True,True,100.0,100
correspondence,3,mistral-7b-instruct-v0.3,correspondence_interval_3,3.0,Objectness,True,True,True,True,100.0,100
correspondence,3,mistral-7b-instruct-v0.3,correspondence_interval_3,3.0,Temporal,True,True,True,True,100.0,100
correspondence,3,mixtral-8x7b-instruct,correspondence_interval_3,3.0,Objectness,True,True,True,True,100.0,100
correspondence,3,mixtral-8x7b-instruct,correspondence_interval_3,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,gemma2-27b-instruct,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,gemma2-27b-instruct,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,gemma2-9b-instruct,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,gemma2-9b-instruct,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,llama3.1-70b-instruct,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,llama3.1-70b-instruct,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,llama3.1-8b-instruct,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,llama3.1-8b-instruct,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,llama3.2-3b-instruct,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,llama3.2-3b-instruct,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,mistral-7b-instruct-v0.3,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,mistral-7b-instruct-v0.3,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,4,mixtral-8x7b-instruct,correspondence_interval_4,3.0,Objectness,True,True,True,True,100.0,100
correspondence,4,mixtral-8x7b-instruct,correspondence_interval_4,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,gemma2-27b-instruct,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,gemma2-27b-instruct,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,gemma2-9b-instruct,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,gemma2-9b-instruct,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,llama3.1-70b-instruct,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,llama3.1-70b-instruct,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,llama3.1-8b-instruct,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,llama3.1-8b-instruct,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,llama3.2-3b-instruct,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,llama3.2-3b-instruct,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,mistral-7b-instruct-v0.3,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,mistral-7b-instruct-v0.3,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,5,mixtral-8x7b-instruct,correspondence_interval_5,3.0,Objectness,True,True,True,True,100.0,100
correspondence,5,mixtral-8x7b-instruct,correspondence_interval_5,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,gemma2-27b-instruct,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,gemma2-27b-instruct,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,gemma2-9b-instruct,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,gemma2-9b-instruct,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,llama3.1-70b-instruct,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,llama3.1-70b-instruct,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,llama3.1-8b-instruct,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,llama3.1-8b-instruct,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,llama3.2-3b-instruct,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,llama3.2-3b-instruct,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,mistral-7b-instruct-v0.3,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,mistral-7b-instruct-v0.3,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
correspondence,6,mixtral-8x7b-instruct,correspondence_interval_6,3.0,Objectness,True,True,True,True,100.0,100
correspondence,6,mixtral-8x7b-instruct,correspondence_interval_6,3.0,Temporal,True,True,True,True,100.0,100
cutting,1,gemma2-27b-instruct,cutting_interval_1,3.0,Geometry,True,True,False,False,50.0,0
cutting,1,gemma2-9b-instruct,cutting_interval_1,3.0,Geometry,True,True,False,False,50.0,0
cutting,1,llama3.1-70b-instruct,cutting_interval_1,3.0,Geometry,True,True,False,False,50.0,0
cutting,1,llama3.1-8b-instruct,cutting_interval_1,3.0,Geometry,True,True,False,False,50.0,0
cutting,1,llama3.2-3b-instruct,cutting_interval_1,3.0,Geometry,True,True,True,True,100.0,100
cutting,1,mistral-7b-instruct-v0.3,cutting_interval_1,3.0,Geometry,True,True,False,False,50.0,0
cutting,1,mixtral-8x7b-instruct,cutting_interval_1,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,gemma2-27b-instruct,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,gemma2-9b-instruct,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,llama3.1-70b-instruct,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,llama3.1-8b-instruct,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,llama3.2-3b-instruct,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,mistral-7b-instruct-v0.3,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,2,mixtral-8x7b-instruct,cutting_interval_2,3.0,Geometry,True,True,False,False,50.0,0
cutting,3,gemma2-27b-instruct,cutting_interval_3,3.0,Geometry,True,True,False,False,50.0,0
cutting,3,gemma2-9b-instruct,cutting_interval_3,3.0,Geometry,True,True,False,False,50.0,0
cutting,3,llama3.1-70b-instruct,cutting_interval_3,3.0,Geometry,True,True,True,True,100.0,100
cutting,3,llama3.1-8b-instruct,cutting_interval_3,3.0,Geometry,True,True,True,True,100.0,100
cutting,3,llama3.2-3b-instruct,cutting_interval_3,3.0,Geometry,True,True,True,True,100.0,100
cutting,3,mistral-7b-instruct-v0.3,cutting_interval_3,3.0,Geometry,True,False,False,False,0.0,0
cutting,3,mixtral-8x7b-instruct,cutting_interval_3,3.0,Geometry,True,True,False,False,50.0,0
cutting,4,gemma2-27b-instruct,cutting_interval_4,3.0,Geometry,True,True,False,False,50.0,0
cutting,4,gemma2-9b-instruct,cutting_interval_4,3.0,Geometry,True,True,False,False,50.0,0
cutting,4,llama3.1-70b-instruct,cutting_interval_4,3.0,Geometry,True,True,True,True,100.0,100
cutting,4,llama3.1-8b-instruct,cutting_interval_4,3.0,Geometry,True,True,True,True,100.0,100
cutting,4,llama3.2-3b-instruct,cutting_interval_4,3.0,Geometry,True,True,False,False,50.0,0
cutting,4,mistral-7b-instruct-v0.3,cutting_interval_4,3.0,Geometry,True,False,False,False,0.0,0
cutting,4,mixtral-8x7b-instruct,cutting_interval_4,3.0,Geometry,True,True,False,False,50.0,0
cutting,5,gemma2-27b-instruct,cutting_interval_5,3.0,Geometry,True,True,False,False,50.0,0
cutting,5,gemma2-9b-instruct,cutting_interval_5,3.0,Geometry,True,True,False,False,50.0,0
cutting,5,llama3.1-70b-instruct,cutting_interval_5,3.0,Geometry,True,True,True,True,100.0,100
cutting,5,llama3.1-8b-instruct,cutting_interval_5,3.0,Geometry,True,True,True,True,100.0,100
cutting,5,llama3.2-3b-instruct,cutting_interval_5,3.0,Geometry,True,True,True,True,100.0,100
cutting,5,mistral-7b-instruct-v0.3,cutting_interval_5,3.0,Geometry,True,False,False,False,0.0,0
cutting,5,mixtral-8x7b-instruct,cutting_interval_5,3.0,Geometry,True,True,True,True,100.0,100
cutting,6,gemma2-27b-instruct,cutting_interval_6,3.0,Geometry,True,True,False,False,50.0,0
cutting,6,gemma2-9b-instruct,cutting_interval_6,3.0,Geometry,True,True,False,False,50.0,0
cutting,6,llama3.1-70b-instruct,cutting_interval_6,3.0,Geometry,True,True,False,False,50.0,0
cutting,6,llama3.1-8b-instruct,cutting_interval_6,3.0,Geometry,True,True,True,True,100.0,100
cutting,6,llama3.2-3b-instruct,cutting_interval_6,3.0,Geometry,True,True,True,True,100.0,100
cutting,6,mistral-7b-instruct-v0.3,cutting_interval_6,3.0,Geometry,True,False,False,False,0.0,0
cutting,6,mixtral-8x7b-instruct,cutting_interval_6,3.0,Geometry,True,True,True,True,100.0,100
day,1,gemma2-27b-instruct,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,1,gemma2-9b-instruct,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,1,llama3.1-70b-instruct,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,1,llama3.1-8b-instruct,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,1,llama3.2-3b-instruct,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,1,mistral-7b-instruct-v0.3,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,1,mixtral-8x7b-instruct,day_interval_1,1.0,Temporal,True,False,False,False,0.0,0
day,2,gemma2-27b-instruct,day_interval_2,1.0,Temporal,True,False,False,False,0.0,0
day,2,gemma2-9b-instruct,day_interval_2,1.0,Temporal,True,False,False,False,0.0,0
day,2,llama3.1-70b-instruct,day_interval_2,1.0,Temporal,True,False,True,False,50.0,0
day,2,llama3.1-8b-instruct,day_interval_2,1.0,Temporal,True,False,True,False,50.0,0
day,2,llama3.2-3b-instruct,day_interval_2,1.0,Temporal,True,False,True,False,50.0,0
day,2,mistral-7b-instruct-v0.3,day_interval_2,1.0,Temporal,True,False,False,False,0.0,0
day,2,mixtral-8x7b-instruct,day_interval_2,1.0,Temporal,True,False,False,False,0.0,0
day,3,gemma2-27b-instruct,day_interval_3,1.0,Temporal,True,False,False,False,0.0,0
day,3,gemma2-9b-instruct,day_interval_3,1.0,Temporal,True,False,False,False,0.0,0
day,3,llama3.1-70b-instruct,day_interval_3,1.0,Temporal,True,False,True,False,50.0,0
day,3,llama3.1-8b-instruct,day_interval_3,1.0,Temporal,True,False,True,False,50.0,0
day,3,llama3.2-3b-instruct,day_interval_3,1.0,Temporal,True,False,True,False,50.0,0
day,3,mistral-7b-instruct-v0.3,day_interval_3,1.0,Temporal,True,False,False,False,0.0,0
day,3,mixtral-8x7b-instruct,day_interval_3,1.0,Temporal,True,False,False,False,0.0,0
day,4,gemma2-27b-instruct,day_interval_4,1.0,Temporal,True,False,False,False,0.0,0
day,4,gemma2-9b-instruct,day_interval_4,1.0,Temporal,True,False,False,False,0.0,0
day,4,llama3.1-70b-instruct,day_interval_4,1.0,Temporal,True,False,False,False,0.0,0
day,4,llama3.1-8b-instruct,day_interval_4,1.0,Temporal,True,False,True,False,50.0,0
day,4,llama3.2-3b-instruct,day_interval_4,1.0,Temporal,True,False,True,False,50.0,0
day,4,mistral-7b-instruct-v0.3,day_interval_4,1.0,Temporal,True,False,False,False,0.0,0
day,4,mixtral-8x7b-instruct,day_interval_4,1.0,Temporal,True,False,False,False,0.0,0
day,5,gemma2-27b-instruct,day_interval_5,1.0,Temporal,True,False,False,False,0.0,0
day,5,gemma2-9b-instruct,day_interval_5,1.0,Temporal,True,False,False,False,0.0,0
day,5,llama3.1-70b-instruct,day_interval_5,1.0,Temporal,True,False,True,False,50.0,0
day,5,llama3.1-8b-instruct,day_interval_5,1.0,Temporal,True,False,True,False,50.0,0
day,5,llama3.2-3b-instruct,day_interval_5,1.0,Temporal,True,False,True,False,50.0,0
day,5,mistral-7b-instruct-v0.3,day_interval_5,1.0,Temporal,True,False,False,False,0.0,0
day,5,mixtral-8x7b-instruct,day_interval_5,1.0,Temporal,True,False,False,False,0.0,0
day,6,gemma2-27b-instruct,day_interval_6,1.0,Temporal,True,False,False,False,0.0,0
day,6,gemma2-9b-instruct,day_interval_6,1.0,Temporal,True,False,False,False,0.0,0
day,6,llama3.1-70b-instruct,day_interval_6,1.0,Temporal,True,False,False,False,0.0,0
day,6,llama3.1-8b-instruct,day_interval_6,1.0,Temporal,True,False,False,False,0.0,0
day,6,llama3.2-3b-instruct,day_interval_6,1.0,Temporal,True,False,True,False,50.0,0
day,6,mistral-7b-instruct-v0.3,day_interval_6,1.0,Temporal,True,False,False,False,0.0,0
day,6,mixtral-8x7b-instruct,day_interval_6,1.0,Temporal,True,False,False,False,0.0,0
deception,1,gemma2-27b-instruct,deception_interval_1,2.0,Social,True,True,False,False,50.0,0
deception,1,gemma2-9b-instruct,deception_interval_1,2.0,Social,True,True,False,False,50.0,0
deception,1,llama3.1-70b-instruct,deception_interval_1,2.0,Social,True,True,False,False,50.0,0
deception,1,llama3.1-8b-instruct,deception_interval_1,2.0,Social,True,True,False,False,50.0,0
deception,1,llama3.2-3b-instruct,deception_interval_1,2.0,Social,True,True,True,True,100.0,100
deception,1,mistral-7b-instruct-v0.3,deception_interval_1,2.0,Social,True,True,False,False,50.0,0
deception,1,mixtral-8x7b-instruct,deception_interval_1,2.0,Social,True,True,False,False,50.0,0
deception,2,gemma2-27b-instruct,deception_interval_2,2.0,Social,True,True,False,False,50.0,0
deception,2,gemma2-9b-instruct,deception_interval_2,2.0,Social,True,True,False,False,50.0,0
deception,2,llama3.1-70b-instruct,deception_interval_2,2.0,Social,True,True,False,False,50.0,0
deception,2,llama3.1-8b-instruct,deception_interval_2,2.0,Social,True,True,False,False,50.0,0
