Unnamed: 0,ResponseId,attention,sentence_name,answer,survey,row_id,score,sentence_id,probe_type,probe_number,interval_length,version,complexity,concept_tag
436,R_8OoALMCflzl9DSY,5,surprisetruthvaluequery1,True,3,190,1,surprise,truth_value,1,5,original,1.0,social
437,R_8OoALMCflzl9DSY,5,goingtruthvaluequery1,True,3,191,1,going,truth_value,1,5,original,1.0,social
438,R_8OoALMCflzl9DSY,5,abovetruthvaluequery2,True,3,192,0,above,truth_value,2,5,original,1.0,geometry
439,R_8OoALMCflzl9DSY,5,slowertruthvaluequery1,True,3,193,1,slower,truth_value,1,3,original,2.0,temporal
440,R_8OoALMCflzl9DSY,5,goaldirectednesstruthvaluequery1,True,3,194,1,goaldirectedness,truth_value,1,3,original,2.0,social
441,R_8OoALMCflzl9DSY,5,drytruthvaluequery2,True,3,195,0,dry,truth_value,2,5,original,2.0,objectness
442,R_8OoALMCflzl9DSY,5,besidestruthvaluequery2,True,3,196,0,besides,truth_value,2,4,original,2.0,geometry
453,R_8Wy8yg38BGgO5RT,7,directionstruthvaluequery1,True,3,1,1,directions,truth_value,1,1,original,1.0,geometry
454,R_8Wy8yg38BGgO5RT,7,daytruthvaluequery1,True,3,2,1,day,truth_value,1,0,original,1.0,temporal
455,R_8Wy8yg38BGgO5RT,7,eatingtruthvaluequery1,False,3,3,1,eating,truth_value,1,4,original,1.0,objectness
456,R_8Wy8yg38BGgO5RT,7,taste2truthvaluequery2,True,3,4,0,taste2,truth_value,2,2,original,1.0,temporal
457,R_8Wy8yg38BGgO5RT,7,age2truthvaluequery2,False,3,5,1,age2,truth_value,2,4,original,1.0,temporal
458,R_8Wy8yg38BGgO5RT,7,surprisetruthvaluequery1,False,3,6,0,surprise,truth_value,1,5,original,1.0,social
459,R_8Wy8yg38BGgO5RT,7,goingtruthvaluequery1,False,3,7,1,going,truth_value,1,5,original,1.0,social
460,R_8Wy8yg38BGgO5RT,7,abovetruthvaluequery2,False,3,8,1,above,truth_value,2,5,original,1.0,geometry
461,R_8Wy8yg38BGgO5RT,7,slowertruthvaluequery1,False,3,9,0,slower,truth_value,1,3,original,2.0,temporal
462,R_8Wy8yg38BGgO5RT,7,goaldirectednesstruthvaluequery1,True,3,10,1,goaldirectedness,truth_value,1,3,original,2.0,social
463,R_8Wy8yg38BGgO5RT,7,drytruthvaluequery2,False,3,11,1,dry,truth_value,2,5,original,2.0,objectness
464,R_8Wy8yg38BGgO5RT,7,besidestruthvaluequery2,False,3,12,1,besides,truth_value,2,4,original,2.0,geometry
475,R_2BORCQnniI0pa8p,7,ToMtruthvaluequery1,False,4,369,1,ToM,truth_value,1,5,shuffled,3.0,social
476,R_2BORCQnniI0pa8p,7,surprisetruthvaluequery1,False,4,370,0,surprise,truth_value,1,4,shuffled,1.0,social
477,R_2BORCQnniI0pa8p,7,abovetruthvaluequery2,False,4,371,1,above,truth_value,2,4,shuffled,1.0,geometry
478,R_2BORCQnniI0pa8p,7,agetruthvaluequery1,True,4,372,1,age,truth_value,1,4,shuffled,1.0,temporal
479,R_2BORCQnniI0pa8p,7,directionstruthvaluequery2,False,4,373,1,directions,truth_value,2,2,shuffled,1.0,geometry
480,R_2BORCQnniI0pa8p,7,alivetruthvaluequery1,False,4,374,0,alive,truth_value,1,3,shuffled,3.0,temporal
481,R_2BORCQnniI0pa8p,7,shadowtruthvaluequery1,True,4,375,1,shadow,truth_value,1,0,shuffled,2.0,geometry
482,R_2BORCQnniI0pa8p,7,goingtruthvaluequery1,False,4,376,1,going,truth_value,1,5,shuffled,1.0,social
483,R_2BORCQnniI0pa8p,7,largesttruthvaluequery1,False,4,377,1,largest,truth_value,1,1,shuffled,2.0,numerosity
484,R_2BORCQnniI0pa8p,7,surroundingtruthvaluequery1,True,4,378,1,surrounding,truth_value,1,0,shuffled,3.0,geometry
498,R_2EYWdnrkfH1qdi3,6,ToMtruthvaluequery1,False,4,185,1,ToM,truth_value,1,5,shuffled,3.0,social
499,R_2EYWdnrkfH1qdi3,6,surprisetruthvaluequery1,False,4,186,0,surprise,truth_value,1,4,shuffled,1.0,social
500,R_2EYWdnrkfH1qdi3,6,abovetruthvaluequery2,False,4,187,1,above,truth_value,2,4,shuffled,1.0,geometry
501,R_2EYWdnrkfH1qdi3,6,agetruthvaluequery1,True,4,188,1,age,truth_value,1,4,shuffled,1.0,temporal
502,R_2EYWdnrkfH1qdi3,6,directionstruthvaluequery2,False,4,189,1,directions,truth_value,2,2,shuffled,1.0,geometry
503,R_2EYWdnrkfH1qdi3,6,alivetruthvaluequery1,True,4,190,1,alive,truth_value,1,3,shuffled,3.0,temporal
504,R_2EYWdnrkfH1qdi3,6,shadowtruthvaluequery1,True,4,191,1,shadow,truth_value,1,0,shuffled,2.0,geometry
505,R_2EYWdnrkfH1qdi3,6,goingtruthvaluequery1,False,4,192,1,going,truth_value,1,5,shuffled,1.0,social
506,R_2EYWdnrkfH1qdi3,6,largesttruthvaluequery1,False,4,193,1,largest,truth_value,1,1,shuffled,2.0,numerosity
507,R_2EYWdnrkfH1qdi3,6,surroundingtruthvaluequery1,False,4,194,0,surrounding,truth_value,1,0,shuffled,3.0,geometry
521,R_2ZnSolNbZ0RaRJn,7,ToMtruthvaluequery1,True,4,1,1,ToM,truth_value,1,5,shuffled,3.0,social
522,R_2ZnSolNbZ0RaRJn,7,surprisetruthvaluequery1,False,4,2,0,surprise,truth_value,1,4,shuffled,1.0,social
523,R_2ZnSolNbZ0RaRJn,7,abovetruthvaluequery2,False,4,3,1,above,truth_value,2,4,shuffled,1.0,geometry
524,R_2ZnSolNbZ0RaRJn,7,agetruthvaluequery1,True,4,4,1,age,truth_value,1,4,shuffled,1.0,temporal
525,R_2ZnSolNbZ0RaRJn,7,directionstruthvaluequery2,False,4,5,1,directions,truth_value,2,2,shuffled,1.0,geometry
526,R_2ZnSolNbZ0RaRJn,7,alivetruthvaluequery1,True,4,6,1,alive,truth_value,1,3,shuffled,3.0,temporal
527,R_2ZnSolNbZ0RaRJn,7,shadowtruthvaluequery1,True,4,7,1,shadow,truth_value,1,0,shuffled,2.0,geometry
528,R_2ZnSolNbZ0RaRJn,7,goingtruthvaluequery1,False,4,8,1,going,truth_value,1,5,shuffled,1.0,social
529,R_2ZnSolNbZ0RaRJn,7,largesttruthvaluequery1,True,4,9,1,largest,truth_value,1,1,shuffled,2.0,numerosity
530,R_2ZnSolNbZ0RaRJn,7,surroundingtruthvaluequery1,True,4,10,1,surrounding,truth_value,1,0,shuffled,3.0,geometry
544,R_2kKDOfdDRAG4LNT,7,ToMtruthvaluequery1,False,4,93,1,ToM,truth_value,1,5,shuffled,3.0,social
545,R_2kKDOfdDRAG4LNT,7,surprisetruthvaluequery1,False,4,94,0,surprise,truth_value,1,4,shuffled,1.0,social
546,R_2kKDOfdDRAG4LNT,7,abovetruthvaluequery2,False,4,95,1,above,truth_value,2,4,shuffled,1.0,geometry
547,R_2kKDOfdDRAG4LNT,7,agetruthvaluequery1,True,4,96,1,age,truth_value,1,4,shuffled,1.0,temporal
548,R_2kKDOfdDRAG4LNT,7,directionstruthvaluequery2,False,4,97,1,directions,truth_value,2,2,shuffled,1.0,geometry
549,R_2kKDOfdDRAG4LNT,7,alivetruthvaluequery1,False,4,98,0,alive,truth_value,1,3,shuffled,3.0,temporal
550,R_2kKDOfdDRAG4LNT,7,shadowtruthvaluequery1,True,4,99,1,shadow,truth_value,1,0,shuffled,2.0,geometry
551,R_2kKDOfdDRAG4LNT,7,goingtruthvaluequery1,False,4,100,1,going,truth_value,1,5,shuffled,1.0,social
552,R_2kKDOfdDRAG4LNT,7,largesttruthvaluequery1,False,4,101,1,largest,truth_value,1,1,shuffled,2.0,numerosity
553,R_2kKDOfdDRAG4LNT,7,surroundingtruthvaluequery1,True,4,102,1,surrounding,truth_value,1,0,shuffled,3.0,geometry
567,R_2qgB4zO2GSZpG9h,6,ToMtruthvaluequery1,False,4,553,1,ToM,truth_value,1,5,shuffled,3.0,social
568,R_2qgB4zO2GSZpG9h,6,surprisetruthvaluequery1,False,4,554,0,surprise,truth_value,1,4,shuffled,1.0,social
569,R_2qgB4zO2GSZpG9h,6,abovetruthvaluequery2,False,4,555,1,above,truth_value,2,4,shuffled,1.0,geometry
570,R_2qgB4zO2GSZpG9h,6,agetruthvaluequery1,True,4,556,1,age,truth_value,1,4,shuffled,1.0,temporal
571,R_2qgB4zO2GSZpG9h,6,directionstruthvaluequery2,False,4,557,1,directions,truth_value,2,2,shuffled,1.0,geometry
572,R_2qgB4zO2GSZpG9h,6,alivetruthvaluequery1,True,4,558,1,alive,truth_value,1,3,shuffled,3.0,temporal
573,R_2qgB4zO2GSZpG9h,6,shadowtruthvaluequery1,True,4,559,1,shadow,truth_value,1,0,shuffled,2.0,geometry
574,R_2qgB4zO2GSZpG9h,6,goingtruthvaluequery1,False,4,560,1,going,truth_value,1,5,shuffled,1.0,social
575,R_2qgB4zO2GSZpG9h,6,largesttruthvaluequery1,True,4,561,1,largest,truth_value,1,1,shuffled,2.0,numerosity
576,R_2qgB4zO2GSZpG9h,6,surroundingtruthvaluequery1,True,4,562,1,surrounding,truth_value,1,0,shuffled,3.0,geometry
590,R_80OaS4HM7zhosqi,7,ToMtruthvaluequery1,True,4,277,1,ToM,truth_value,1,5,shuffled,3.0,social
591,R_80OaS4HM7zhosqi,7,surprisetruthvaluequery1,True,4,278,1,surprise,truth_value,1,4,shuffled,1.0,social
592,R_80OaS4HM7zhosqi,7,abovetruthvaluequery2,False,4,279,1,above,truth_value,2,4,shuffled,1.0,geometry
593,R_80OaS4HM7zhosqi,7,agetruthvaluequery1,True,4,280,1,age,truth_value,1,4,shuffled,1.0,temporal
594,R_80OaS4HM7zhosqi,7,directionstruthvaluequery2,False,4,281,1,directions,truth_value,2,2,shuffled,1.0,geometry
595,R_80OaS4HM7zhosqi,7,alivetruthvaluequery1,True,4,282,1,alive,truth_value,1,3,shuffled,3.0,temporal
596,R_80OaS4HM7zhosqi,7,shadowtruthvaluequery1,True,4,283,1,shadow,truth_value,1,0,shuffled,2.0,geometry
597,R_80OaS4HM7zhosqi,7,goingtruthvaluequery1,False,4,284,1,going,truth_value,1,5,shuffled,1.0,social
598,R_80OaS4HM7zhosqi,7,largesttruthvaluequery1,False,4,285,1,largest,truth_value,1,1,shuffled,2.0,numerosity
599,R_80OaS4HM7zhosqi,7,surroundingtruthvaluequery1,True,4,286,1,surrounding,truth_value,1,0,shuffled,3.0,geometry
613,R_8Lb6c6KpsUOyqOM,7,ToMtruthvaluequery1,True,4,461,1,ToM,truth_value,1,5,shuffled,3.0,social
614,R_8Lb6c6KpsUOyqOM,7,surprisetruthvaluequery1,True,4,462,1,surprise,truth_value,1,4,shuffled,1.0,social
615,R_8Lb6c6KpsUOyqOM,7,abovetruthvaluequery2,False,4,463,1,above,truth_value,2,4,shuffled,1.0,geometry
616,R_8Lb6c6KpsUOyqOM,7,agetruthvaluequery1,True,4,464,1,age,truth_value,1,4,shuffled,1.0,temporal
617,R_8Lb6c6KpsUOyqOM,7,directionstruthvaluequery2,False,4,465,1,directions,truth_value,2,2,shuffled,1.0,geometry
618,R_8Lb6c6KpsUOyqOM,7,alivetruthvaluequery1,True,4,466,1,alive,truth_value,1,3,shuffled,3.0,temporal
619,R_8Lb6c6KpsUOyqOM,7,shadowtruthvaluequery1,True,4,467,1,shadow,truth_value,1,0,shuffled,2.0,geometry
620,R_8Lb6c6KpsUOyqOM,7,goingtruthvaluequery1,False,4,468,1,going,truth_value,1,5,shuffled,1.0,social
621,R_8Lb6c6KpsUOyqOM,7,largesttruthvaluequery1,False,4,469,1,largest,truth_value,1,1,shuffled,2.0,numerosity
622,R_8Lb6c6KpsUOyqOM,7,surroundingtruthvaluequery1,True,4,470,1,surrounding,truth_value,1,0,shuffled,3.0,geometry
636,R_275JJJnXnwFe9xf,6,supporttruthvaluequery2,False,5,274,1,support,truth_value,2,1,shuffled,2.0,objectness
637,R_275JJJnXnwFe9xf,6,efficiencytruthvaluequery1,True,5,275,1,efficiency,truth_value,1,0,shuffled,2.0,social
638,R_275JJJnXnwFe9xf,6,alivetruthvaluequery2,False,5,276,1,alive,truth_value,2,4,shuffled,3.0,temporal
639,R_275JJJnXnwFe9xf,6,age2truthvaluequery1,True,5,277,1,age2,truth_value,1,3,shuffled,1.0,temporal
640,R_275JJJnXnwFe9xf,6,dyingtruthvaluequery1,True,5,278,1,dying,truth_value,1,0,shuffled,3.0,temporal
641,R_275JJJnXnwFe9xf,6,largesttruthvaluequery1,False,5,279,1,largest,truth_value,1,1,shuffled,2.0,numerosity
642,R_275JJJnXnwFe9xf,6,filltruthvaluequery2,False,5,280,1,fill,truth_value,2,0,shuffled,3.0,geometry
643,R_275JJJnXnwFe9xf,6,emptytruthvaluequery2,False,5,281,1,empty,truth_value,2,1,shuffled,2.0,geometry
644,R_275JJJnXnwFe9xf,6,ToMtruthvaluequery2,True,5,282,0,ToM,truth_value,2,4,shuffled,3.0,social
645,R_275JJJnXnwFe9xf,6,comingtruthvaluequery1,True,5,283,1,coming,truth_value,1,2,shuffled,1.0,social
646,R_275JJJnXnwFe9xf,6,surprisetruthvaluequery2,False,5,284,1,surprise,truth_value,2,4,shuffled,1.0,social
647,R_275JJJnXnwFe9xf,6,taste2truthvaluequery1,True,5,285,1,taste2,truth_value,1,3,shuffled,1.0,temporal
659,R_2Dqmf990X6N1xC0,7,supporttruthvaluequery2,True,5,547,0,support,truth_value,2,1,shuffled,2.0,objectness
660,R_2Dqmf990X6N1xC0,7,efficiencytruthvaluequery1,True,5,548,1,efficiency,truth_value,1,0,shuffled,2.0,social
661,R_2Dqmf990X6N1xC0,7,alivetruthvaluequery2,False,5,549,1,alive,truth_value,2,4,shuffled,3.0,temporal
662,R_2Dqmf990X6N1xC0,7,age2truthvaluequery1,True,5,550,1,age2,truth_value,1,3,shuffled,1.0,temporal
663,R_2Dqmf990X6N1xC0,7,dyingtruthvaluequery1,False,5,551,1,dying,truth_value,1,0,shuffled,3.0,temporal
664,R_2Dqmf990X6N1xC0,7,largesttruthvaluequery1,False,5,552,1,largest,truth_value,1,1,shuffled,2.0,numerosity
665,R_2Dqmf990X6N1xC0,7,filltruthvaluequery2,False,5,553,1,fill,truth_value,2,0,shuffled,3.0,geometry
666,R_2Dqmf990X6N1xC0,7,emptytruthvaluequery2,True,5,554,0,empty,truth_value,2,1,shuffled,2.0,geometry
667,R_2Dqmf990X6N1xC0,7,ToMtruthvaluequery2,False,5,555,1,ToM,truth_value,2,4,shuffled,3.0,social
668,R_2Dqmf990X6N1xC0,7,comingtruthvaluequery1,True,5,556,1,coming,truth_value,1,2,shuffled,1.0,social
669,R_2Dqmf990X6N1xC0,7,surprisetruthvaluequery2,False,5,557,1,surprise,truth_value,2,4,shuffled,1.0,social
670,R_2Dqmf990X6N1xC0,7,taste2truthvaluequery1,True,5,558,1,taste2,truth_value,1,3,shuffled,1.0,temporal
682,R_2OoFfTtjF4aR6bV,6,supporttruthvaluequery2,True,5,183,0,support,truth_value,2,1,shuffled,2.0,objectness
683,R_2OoFfTtjF4aR6bV,6,efficiencytruthvaluequery1,True,5,184,1,efficiency,truth_value,1,0,shuffled,2.0,social
684,R_2OoFfTtjF4aR6bV,6,alivetruthvaluequery2,True,5,185,0,alive,truth_value,2,4,shuffled,3.0,temporal
685,R_2OoFfTtjF4aR6bV,6,age2truthvaluequery1,True,5,186,1,age2,truth_value,1,3,shuffled,1.0,temporal
686,R_2OoFfTtjF4aR6bV,6,dyingtruthvaluequery1,False,5,187,1,dying,truth_value,1,0,shuffled,3.0,temporal
687,R_2OoFfTtjF4aR6bV,6,largesttruthvaluequery1,False,5,188,1,largest,truth_value,1,1,shuffled,2.0,numerosity
688,R_2OoFfTtjF4aR6bV,6,filltruthvaluequery2,False,5,189,1,fill,truth_value,2,0,shuffled,3.0,geometry
689,R_2OoFfTtjF4aR6bV,6,emptytruthvaluequery2,False,5,190,1,empty,truth_value,2,1,shuffled,2.0,geometry
690,R_2OoFfTtjF4aR6bV,6,ToMtruthvaluequery2,True,5,191,0,ToM,truth_value,2,4,shuffled,3.0,social
691,R_2OoFfTtjF4aR6bV,6,comingtruthvaluequery1,True,5,192,1,coming,truth_value,1,2,shuffled,1.0,social
692,R_2OoFfTtjF4aR6bV,6,surprisetruthvaluequery2,False,5,193,1,surprise,truth_value,2,4,shuffled,1.0,social
693,R_2OoFfTtjF4aR6bV,6,taste2truthvaluequery1,False,5,194,0,taste2,truth_value,1,3,shuffled,1.0,temporal
705,R_2Pv30PuIrz1flDi,7,supporttruthvaluequery2,True,5,92,0,support,truth_value,2,1,shuffled,2.0,objectness
706,R_2Pv30PuIrz1flDi,7,efficiencytruthvaluequery1,True,5,93,1,efficiency,truth_value,1,0,shuffled,2.0,social
707,R_2Pv30PuIrz1flDi,7,alivetruthvaluequery2,False,5,94,1,alive,truth_value,2,4,shuffled,3.0,temporal
708,R_2Pv30PuIrz1flDi,7,age2truthvaluequery1,True,5,95,1,age2,truth_value,1,3,shuffled,1.0,temporal
709,R_2Pv30PuIrz1flDi,7,dyingtruthvaluequery1,True,5,96,1,dying,truth_value,1,0,shuffled,3.0,temporal
710,R_2Pv30PuIrz1flDi,7,largesttruthvaluequery1,False,5,97,1,largest,truth_value,1,1,shuffled,2.0,numerosity
711,R_2Pv30PuIrz1flDi,7,filltruthvaluequery2,False,5,98,1,fill,truth_value,2,0,shuffled,3.0,geometry
712,R_2Pv30PuIrz1flDi,7,emptytruthvaluequery2,False,5,99,1,empty,truth_value,2,1,shuffled,2.0,geometry
713,R_2Pv30PuIrz1flDi,7,ToMtruthvaluequery2,True,5,100,0,ToM,truth_value,2,4,shuffled,3.0,social
714,R_2Pv30PuIrz1flDi,7,surprisetruthvaluequery2,True,5,102,0,surprise,truth_value,2,4,shuffled,1.0,social
715,R_2Pv30PuIrz1flDi,7,taste2truthvaluequery1,False,5,103,0,taste2,truth_value,1,3,shuffled,1.0,temporal
727,R_2dXnF7WMcmPPF5L,7,supporttruthvaluequery2,True,5,456,0,support,truth_value,2,1,shuffled,2.0,objectness
728,R_2dXnF7WMcmPPF5L,7,efficiencytruthvaluequery1,True,5,457,1,efficiency,truth_value,1,0,shuffled,2.0,social
729,R_2dXnF7WMcmPPF5L,7,alivetruthvaluequery2,True,5,458,0,alive,truth_value,2,4,shuffled,3.0,temporal
730,R_2dXnF7WMcmPPF5L,7,age2truthvaluequery1,True,5,459,1,age2,truth_value,1,3,shuffled,1.0,temporal
731,R_2dXnF7WMcmPPF5L,7,dyingtruthvaluequery1,True,5,460,1,dying,truth_value,1,0,shuffled,3.0,temporal
732,R_2dXnF7WMcmPPF5L,7,largesttruthvaluequery1,False,5,461,1,largest,truth_value,1,1,shuffled,2.0,numerosity
733,R_2dXnF7WMcmPPF5L,7,filltruthvaluequery2,False,5,462,1,fill,truth_value,2,0,shuffled,3.0,geometry
734,R_2dXnF7WMcmPPF5L,7,emptytruthvaluequery2,True,5,463,0,empty,truth_value,2,1,shuffled,2.0,geometry
735,R_2dXnF7WMcmPPF5L,7,ToMtruthvaluequery2,True,5,464,0,ToM,truth_value,2,4,shuffled,3.0,social
736,R_2dXnF7WMcmPPF5L,7,comingtruthvaluequery1,True,5,465,1,coming,truth_value,1,2,shuffled,1.0,social
737,R_2dXnF7WMcmPPF5L,7,surprisetruthvaluequery2,False,5,466,1,surprise,truth_value,2,4,shuffled,1.0,social
738,R_2dXnF7WMcmPPF5L,7,taste2truthvaluequery1,True,5,467,1,taste2,truth_value,1,3,shuffled,1.0,temporal
750,R_2xK1a0lg8JBtx5S,6,supporttruthvaluequery2,False,5,1,1,support,truth_value,2,1,shuffled,2.0,objectness
751,R_2xK1a0lg8JBtx5S,6,efficiencytruthvaluequery1,True,5,2,1,efficiency,truth_value,1,0,shuffled,2.0,social
752,R_2xK1a0lg8JBtx5S,6,alivetruthvaluequery2,False,5,3,1,alive,truth_value,2,4,shuffled,3.0,temporal
753,R_2xK1a0lg8JBtx5S,6,age2truthvaluequery1,True,5,4,1,age2,truth_value,1,3,shuffled,1.0,temporal
754,R_2xK1a0lg8JBtx5S,6,dyingtruthvaluequery1,True,5,5,1,dying,truth_value,1,0,shuffled,3.0,temporal
755,R_2xK1a0lg8JBtx5S,6,largesttruthvaluequery1,True,5,6,1,largest,truth_value,1,1,shuffled,2.0,numerosity
756,R_2xK1a0lg8JBtx5S,6,filltruthvaluequery2,False,5,7,1,fill,truth_value,2,0,shuffled,3.0,geometry
757,R_2xK1a0lg8JBtx5S,6,emptytruthvaluequery2,False,5,8,1,empty,truth_value,2,1,shuffled,2.0,geometry
758,R_2xK1a0lg8JBtx5S,6,ToMtruthvaluequery2,True,5,9,0,ToM,truth_value,2,4,shuffled,3.0,social
759,R_2xK1a0lg8JBtx5S,6,comingtruthvaluequery1,False,5,10,0,coming,truth_value,1,2,shuffled,1.0,social
760,R_2xK1a0lg8JBtx5S,6,surprisetruthvaluequery2,False,5,11,1,surprise,truth_value,2,4,shuffled,1.0,social
761,R_2xK1a0lg8JBtx5S,6,taste2truthvaluequery1,True,5,12,1,taste2,truth_value,1,3,shuffled,1.0,temporal
773,R_8VxB6pPyXB3kyAq,6,supporttruthvaluequery2,True,5,365,0,support,truth_value,2,1,shuffled,2.0,objectness
774,R_8VxB6pPyXB3kyAq,6,efficiencytruthvaluequery1,True,5,366,1,efficiency,truth_value,1,0,shuffled,2.0,social
775,R_8VxB6pPyXB3kyAq,6,alivetruthvaluequery2,True,5,367,0,alive,truth_value,2,4,shuffled,3.0,temporal
776,R_8VxB6pPyXB3kyAq,6,age2truthvaluequery1,True,5,368,1,age2,truth_value,1,3,shuffled,1.0,temporal
777,R_8VxB6pPyXB3kyAq,6,dyingtruthvaluequery1,True,5,369,1,dying,truth_value,1,0,shuffled,3.0,temporal
778,R_8VxB6pPyXB3kyAq,6,largesttruthvaluequery1,False,5,370,1,largest,truth_value,1,1,shuffled,2.0,numerosity
779,R_8VxB6pPyXB3kyAq,6,filltruthvaluequery2,False,5,371,1,fill,truth_value,2,0,shuffled,3.0,geometry
780,R_8VxB6pPyXB3kyAq,6,emptytruthvaluequery2,True,5,372,0,empty,truth_value,2,1,shuffled,2.0,geometry
781,R_8VxB6pPyXB3kyAq,6,ToMtruthvaluequery2,True,5,373,0,ToM,truth_value,2,4,shuffled,3.0,social
782,R_8VxB6pPyXB3kyAq,6,comingtruthvaluequery1,True,5,374,1,coming,truth_value,1,2,shuffled,1.0,social
783,R_8VxB6pPyXB3kyAq,6,surprisetruthvaluequery2,False,5,375,1,surprise,truth_value,2,4,shuffled,1.0,social
784,R_8VxB6pPyXB3kyAq,6,taste2truthvaluequery1,True,5,376,1,taste2,truth_value,1,3,shuffled,1.0,temporal
796,R_21fbvAxlgz6NINb,7,goingtruthvaluequery1,False,6,461,1,going,truth_value,1,5,shuffled,1.0,social
797,R_21fbvAxlgz6NINb,7,eatingtruthvaluequery1,False,6,462,1,eating,truth_value,1,4,shuffled,1.0,objectness
798,R_21fbvAxlgz6NINb,7,slowertruthvaluequery1,True,6,463,1,slower,truth_value,1,3,shuffled,2.0,temporal
799,R_21fbvAxlgz6NINb,7,age2truthvaluequery2,False,6,464,1,age2,truth_value,2,4,shuffled,1.0,temporal
800,R_21fbvAxlgz6NINb,7,daytruthvaluequery1,True,6,465,1,day,truth_value,1,0,shuffled,1.0,temporal
801,R_21fbvAxlgz6NINb,7,drytruthvaluequery2,False,6,466,1,dry,truth_value,2,5,shuffled,2.0,objectness
802,R_21fbvAxlgz6NINb,7,taste2truthvaluequery2,False,6,467,1,taste2,truth_value,2,2,shuffled,1.0,temporal
803,R_21fbvAxlgz6NINb,7,abovetruthvaluequery2,False,6,468,1,above,truth_value,2,5,shuffled,1.0,geometry
804,R_21fbvAxlgz6NINb,7,surprisetruthvaluequery1,False,6,469,0,surprise,truth_value,1,5,shuffled,1.0,social
805,R_21fbvAxlgz6NINb,7,besidestruthvaluequery2,False,6,470,1,besides,truth_value,2,4,shuffled,2.0,geometry
806,R_21fbvAxlgz6NINb,7,goaldirectednesstruthvaluequery1,True,6,471,1,goaldirectedness,truth_value,1,3,shuffled,2.0,social
807,R_21fbvAxlgz6NINb,7,directionstruthvaluequery1,True,6,472,1,directions,truth_value,1,1,shuffled,1.0,geometry
818,R_2HhC7yKTpW8XkcN,6,goingtruthvaluequery1,False,6,185,1,going,truth_value,1,5,shuffled,1.0,social
819,R_2HhC7yKTpW8XkcN,6,eatingtruthvaluequery1,False,6,186,1,eating,truth_value,1,4,shuffled,1.0,objectness
820,R_2HhC7yKTpW8XkcN,6,slowertruthvaluequery1,True,6,187,1,slower,truth_value,1,3,shuffled,2.0,temporal
821,R_2HhC7yKTpW8XkcN,6,age2truthvaluequery2,False,6,188,1,age2,truth_value,2,4,shuffled,1.0,temporal
822,R_2HhC7yKTpW8XkcN,6,daytruthvaluequery1,True,6,189,1,day,truth_value,1,0,shuffled,1.0,temporal
823,R_2HhC7yKTpW8XkcN,6,drytruthvaluequery2,True,6,190,0,dry,truth_value,2,5,shuffled,2.0,objectness
824,R_2HhC7yKTpW8XkcN,6,taste2truthvaluequery2,False,6,191,1,taste2,truth_value,2,2,shuffled,1.0,temporal
825,R_2HhC7yKTpW8XkcN,6,abovetruthvaluequery2,False,6,192,1,above,truth_value,2,5,shuffled,1.0,geometry
826,R_2HhC7yKTpW8XkcN,6,surprisetruthvaluequery1,False,6,193,0,surprise,truth_value,1,5,shuffled,1.0,social
827,R_2HhC7yKTpW8XkcN,6,besidestruthvaluequery2,False,6,194,1,besides,truth_value,2,4,shuffled,2.0,geometry
828,R_2HhC7yKTpW8XkcN,6,goaldirectednesstruthvaluequery1,True,6,195,1,goaldirectedness,truth_value,1,3,shuffled,2.0,social
829,R_2HhC7yKTpW8XkcN,6,directionstruthvaluequery1,True,6,196,1,directions,truth_value,1,1,shuffled,1.0,geometry
840,R_2ISmbtPKQ85MYDa,6,goingtruthvaluequery1,False,6,369,1,going,truth_value,1,5,shuffled,1.0,social
841,R_2ISmbtPKQ85MYDa,6,eatingtruthvaluequery1,False,6,370,1,eating,truth_value,1,4,shuffled,1.0,objectness
842,R_2ISmbtPKQ85MYDa,6,slowertruthvaluequery1,True,6,371,1,slower,truth_value,1,3,shuffled,2.0,temporal
843,R_2ISmbtPKQ85MYDa,6,age2truthvaluequery2,False,6,372,1,age2,truth_value,2,4,shuffled,1.0,temporal
844,R_2ISmbtPKQ85MYDa,6,daytruthvaluequery1,True,6,373,1,day,truth_value,1,0,shuffled,1.0,temporal
845,R_2ISmbtPKQ85MYDa,6,drytruthvaluequery2,True,6,374,0,dry,truth_value,2,5,shuffled,2.0,objectness
846,R_2ISmbtPKQ85MYDa,6,taste2truthvaluequery2,False,6,375,1,taste2,truth_value,2,2,shuffled,1.0,temporal
847,R_2ISmbtPKQ85MYDa,6,abovetruthvaluequery2,False,6,376,1,above,truth_value,2,5,shuffled,1.0,geometry
848,R_2ISmbtPKQ85MYDa,6,surprisetruthvaluequery1,False,6,377,0,surprise,truth_value,1,5,shuffled,1.0,social
849,R_2ISmbtPKQ85MYDa,6,besidestruthvaluequery2,False,6,378,1,besides,truth_value,2,4,shuffled,2.0,geometry
850,R_2ISmbtPKQ85MYDa,6,goaldirectednesstruthvaluequery1,True,6,379,1,goaldirectedness,truth_value,1,3,shuffled,2.0,social
851,R_2ISmbtPKQ85MYDa,6,directionstruthvaluequery1,True,6,380,1,directions,truth_value,1,1,shuffled,1.0,geometry
862,R_7TUgWuydE0cBlYu,7,goingtruthvaluequery1,False,6,277,1,going,truth_value,1,5,shuffled,1.0,social
863,R_7TUgWuydE0cBlYu,7,eatingtruthvaluequery1,False,6,278,1,eating,truth_value,1,4,shuffled,1.0,objectness
